Name,Brand,Price,Image URL,Product URL,Star Rating,Number of Reviews
Deep V-Neck Sequin Gown,La Femme,$398.00,https://n.nordstrommedia.com/id/sr3/7600496a-78ab-437a-a16d-a8a0480f501b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/la-femme-deep-v-neck-sequin-gown/5787412?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=040,5 out of 5 stars,(1)
Zala Kora High-Low Shirt,AllSaints,$115.00,https://n.nordstrommedia.com/id/sr3/4a8498d6-593a-4d47-9957-9172145a8634.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/zala-kora-high-low-shirt/7857135?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4 out of 5 stars,(1)
Assorted 3-Pack High Waist Panties,EBY,$45.00,https://n.nordstrommedia.com/id/sr3/a196a968-e4fb-4629-a8f7-986778f2c271.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7246855?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=002,4.5 out of 5 stars,(8)
Ella Contrast Stripe Knit Top,Boden,$50.00,https://n.nordstrommedia.com/id/sr3/a4078783-9895-41f2-b0c4-fb59e6c7f96d.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/ella-contrast-stripe-knit-top/7902808?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=424,No rating,No reviews
Freya Funnel Neck Sweatshirt,Varley,$148.00,https://n.nordstrommedia.com/id/sr3/66472d46-8aca-4a04-8942-a46c9dc05d73.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/freya-funnel-neck-sweatshirt/7102065?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=401,4.7 out of 5 stars,(16)
Kissing Front Cardigan,Anne Klein,$99.00,https://n.nordstrommedia.com/id/sr3/e5084f3f-c12c-4027-8ded-401ad2c4b564.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/kissing-front-cardigan/7811532?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=110,4.3 out of 5 stars,(3)
Santiago Straight Leg Pants,St. John Collection,$795.00,https://n.nordstrommedia.com/id/sr3/64dde64a-c01c-4f9b-a15a-c6bdfb302554.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7749554?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.7 out of 5 stars,(3)
Vacation Linen Blend Pajama Pants (Plus),Nordstrom,$49.00,https://n.nordstrommedia.com/id/sr3/b9e1bd6f-92df-462e-a926-26380866879b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/vacation-linen-blend-pajama-pants-plus/7756116?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=401,No rating,No reviews
Denim Shorts,Re/Done,$215.00,https://n.nordstrommedia.com/id/sr3/ef60bb02-705d-4616-98e9-373d3d25aab7.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7728709?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4.5 out of 5 stars,(2)
Zoella Stretch Cotton Crop Cargo Pants,L'AGENCE,$335.00,https://n.nordstrommedia.com/id/sr3/7e483eee-367a-4d10-85c3-71a3fc7e4355.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/lagence-zoella-stretch-cotton-crop-cargo-pants/7446243?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=280,No rating,No reviews
Ace Racerback Midi Dress,Sweaty Betty,$128.00,https://n.nordstrommedia.com/id/sr3/9a3cdc19-bb18-4ac3-b82b-e294ef87b775.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/5583967?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.5 out of 5 stars,(329)
Delice 3D Molded Underwire Demi Bra,Simone Perele,$115.00,https://n.nordstrommedia.com/id/sr3/458dd5e8-c97e-49bd-9dee-05b94665b7b0.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/4709774?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=009,4.6 out of 5 stars,(22)
Arya Button Fly Stretch Cotton Pants,Veronica Beard,$248.00,https://n.nordstrommedia.com/id/sr3/70504b7b-5514-43c7-a92f-dd04dc1aaa29.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/arya-button-fly-stretch-cotton-pants/7513035?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=310,3 out of 5 stars,(3)
High Waist Straight Leg Cargo Jeans (Cargo Blue),Wash Lab Denim,$148.00,https://n.nordstrommedia.com/id/sr3/851bdac6-09a5-4734-8e7b-e72fa7f2c4ee.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/high-waist-straight-leg-cargo-jeans-cargo-blue/7878411?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=429,No rating,No reviews
Indigo Angles Split Neck Linen Blend Top (Regular & Petite),NIC+ZOE,$128.00,https://n.nordstrommedia.com/id/sr3/553d4cb3-7e74-444b-8f3a-98402346d67f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/indigo-angles-split-neck-linen-blend-top-regular-petite/7803810?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=450,5 out of 5 stars,(2)
Jessa Organic Cotton Cardigan,Reformation,$198.00,https://n.nordstrommedia.com/id/sr3/a2911f27-059c-4a95-ae29-01abd6a6cd03.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/jessa-organic-cotton-cardigan/7752486?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=600,5 out of 5 stars,(1)
Notched Collar Plissé Top & High Waist Pants Set,Dressed in Lala,$152.00,https://n.nordstrommedia.com/id/sr3/720ceaeb-3bb5-45d7-88d2-8dcf8f88072b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/dressed-in-lala-notched-collar-pliss-top-high-waist-pants-set/7394557?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=430,No rating,No reviews
Long Sleeve Rib Knit Dress,MANGO,$79.99,https://n.nordstrommedia.com/id/sr3/8b8a9d89-1718-4f66-9235-4c849d766905.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/long-sleeve-rib-knit-dress/7828040?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=250,No rating,No reviews
Cindy High Waist Ankle Straight Leg Jeans (Anya),PAIGE,$229.00,https://n.nordstrommedia.com/id/sr3/8acf9cfc-3cfc-42f8-a09f-3d942c62364a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/paige-cindy-high-waist-ankle-straight-leg-jeans-anya/7772408?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,3.3 out of 5 stars,(19)
Smocked Tiered Cotton Minidress,Endless Rose,$110.00,https://n.nordstrommedia.com/id/sr3/6dc36634-d559-46c1-ba2c-c96f055090dd.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/endless-rose-smocked-tiered-cotton-minidress/6813741?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=100,No rating,No reviews
Kickback Ottoman Tunic,Zella,$99.00,https://n.nordstrommedia.com/id/sr3/1b1ed108-6159-417e-a5fb-72fa22f40c97.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/kickback-ottoman-tunic/7460993?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.1 out of 5 stars,(48)
Charlie Bottom,Dippin Daisys,$50.00,https://n.nordstrommedia.com/id/sr3/52b9f6d0-b8e5-482f-b2ef-8c8e830b78dc.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/charlie-bottom/7867249?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=200,No rating,No reviews
Karlotta Slipdress,Bardot,$149.00,https://n.nordstrommedia.com/id/sr3/a8673c80-d7ee-4ded-af1f-754d2b5c7476.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/karlotta-slipdress/7949782?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=246,4 out of 5 stars,(1)
"Phoenix Fleece Knit Shorts (Regular, Short & Tall)",Nike,$55.00,https://n.nordstrommedia.com/id/sr3/a4a956f5-8dc5-42ab-9c11-270bdb9fd8e5.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/phoenix-fleece-knit-shorts-regular-short-tall/7046882?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=346,4.2 out of 5 stars,(37)
Malira Stripe Long Sleeve Shirtdress,Bardot,$119.00,https://n.nordstrommedia.com/id/sr3/96ff4515-21b2-4a47-b153-ad52af511477.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/malira-stripe-long-sleeve-shirtdress/7846645?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=489,No rating,No reviews
Hooded Longline Quilted Jacket,Lauren Ralph Lauren,$220.00,https://n.nordstrommedia.com/id/sr3/b78efa93-8185-4030-bbac-364260fd9360.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/hooded-longline-quilted-jacket/7827454?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4 out of 5 stars,(2)
Ease Into It Midi Tank Dress,Beyond Yoga,$99.00,https://n.nordstrommedia.com/id/sr3/126ed533-ec9f-45d9-9595-7573da5a7182.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/ease-into-it-midi-tank-dress/5921492?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=821,3.7 out of 5 stars,(26)
Button Cuff Crewneck Sweater,Halogen®,$49.00,https://n.nordstrommedia.com/id/sr3/9b95d472-98e4-4397-8a68-dbdccd6dd4a2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/halogen-button-cuff-crewneck-sweater/7165499?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=432,3.9 out of 5 stars,(53)
Garden Stitched Long Sleeve Button Front Minidress,FARM Rio,$248.00,https://n.nordstrommedia.com/id/sr3/98177083-23f6-4afb-ae1f-393d91d6dcb1.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/garden-stitched-long-sleeve-button-front-minidress/7864509?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=002,5 out of 5 stars,(2)
Next to Nothing Wireless Bra,On Gossamer,$40.00,https://n.nordstrommedia.com/id/sr3/ad4fa5d0-43ea-4615-83cf-b3e9ce726c94.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/on-gossamer-next-to-nothing-wireless-bra/5151335?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=215,3.9 out of 5 stars,(47)
Dakota Imitation Pearl Cowl Neck Camisole (Plus),City Chic,$74.00,https://n.nordstrommedia.com/id/sr3/db91191d-d16b-4030-b3a9-9fa4860da365.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/city-chic-dakota-imitation-pearl-cowl-neck-camisole-plus/7576237?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Seduced Lace Underwire Push-Up Bra,Skarlett Blue,$64.00,https://n.nordstrommedia.com/id/sr3/5d50972c-5e99-4275-8713-600b06aab76a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/skarlett-blue-seduced-lace-underwire-push-up-bra/7757706?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Daylight Dreamin' Cover-Up Shirtdress,Billabong,$69.95,https://n.nordstrommedia.com/id/sr3/4c19c263-505e-433e-be5f-521a2f550939.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/daylight-dreamin-cover-up-shirtdress/7369993?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=950,5 out of 5 stars,(6)
Wynn Open Stitch Sweater,Beach Riot,$138.00,https://n.nordstrommedia.com/id/sr3/72ca817a-c214-482e-9c07-2d916d5cdea2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/wynn-open-stitch-sweater/7852852?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=301,No rating,No reviews
Long Sleeve Cotton Jersey Short Nightgown,Eileen West,$64.00,https://n.nordstrommedia.com/id/sr3/82c3e20b-bb40-4939-a2c5-f9178b619fe8.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/long-sleeve-cotton-jersey-short-nightgown/7902862?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=166,No rating,No reviews
Ruched Jersey Gown,La Femme,$328.00,https://n.nordstrommedia.com/id/sr3/32fb5da7-4bf8-4961-be13-3a64720e75da.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/la-femme-ruched-jersey-gown/5870863?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=410,4 out of 5 stars,(3)
Classic Collar Sleeveless Silk Button-Up Shirt,Eileen Fisher,$228.00,https://n.nordstrommedia.com/id/sr3/8be43255-d21f-4062-b929-0f9e0ddba3e5.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/classic-collar-sleeveless-silk-button-up-shirt/7900766?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=101,No rating,No reviews
Whisper Gathered Sleeve Minidress,French Connection,$145.00,https://n.nordstrommedia.com/id/sr3/c2b1bfb7-2a43-4915-90e5-bdf03e7e8dd5.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/whisper-gathered-sleeve-minidress/7887133?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=600,No rating,No reviews
Eyelet Balloon Sleeve Cotton Minidress,FARM Rio,$340.00,https://n.nordstrommedia.com/id/sr3/d399b8b8-ee29-4445-af62-9a9399b564ac.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/eyelet-balloon-sleeve-cotton-minidress/7841611?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=410,2 out of 5 stars,(1)
Slit Hem Plissé Ankle Pants,Eileen Fisher,$188.00,https://n.nordstrommedia.com/id/sr3/02da4e9e-c8fa-4770-bb9d-3cd4a29a1d55.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/slit-hem-pliss-ankle-pants/7043549?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=025,4.1 out of 5 stars,(23)
Illusionist Crossover One-Piece Swimsuit,Miraclesuit®,$172.00,https://n.nordstrommedia.com/id/sr3/214b3dd3-e4eb-41d8-b8b4-ccc9f4ed3e6b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/miraclesuit-illusionist-crossover-one-piece-swimsuit/4944682?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=412,4.4 out of 5 stars,(63)
Everyday Maternity Belly Support Tank Top,BLANQI,$72.00,https://n.nordstrommedia.com/id/sr3/29e4d851-dcae-4865-a0b0-1e680e57c53b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/blanqi-everyday-maternity-belly-support-tank-top/3769514?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.2 out of 5 stars,(94)
Senorita Floral Print Sleeveless Maxi Dress,Petal & Pup,$84.00,https://n.nordstrommedia.com/id/sr3/9a186b43-f306-4b97-a1c2-a8c0a67723cb.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/senorita-floral-print-sleeveless-maxi-dress/7753809?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=650,3.3 out of 5 stars,(14)
Fleetwood Mac Is Back Cotton Graphic T-Shirt,Daydreamer,$92.00,https://n.nordstrommedia.com/id/sr3/85c417d5-49ad-468f-ab27-abf4b32bf968.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/fleetwood-mac-is-back-cotton-graphic-t-shirt/7778859?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=101,No rating,No reviews
Mixed Media Puff Sleeve Mock Neck Top,CeCe,$69.00,https://n.nordstrommedia.com/id/sr3/f4262e5d-7d0a-4e88-a3f5-880bff39c58e.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mixed-media-puff-sleeve-mock-neck-top/7799871?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=006,3 out of 5 stars,(1)
Giada Beaded Halter Gown,HOUSE OF CB,$399.00,https://n.nordstrommedia.com/id/sr3/4de9674c-9a11-4591-853d-7e043000d7da.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/giada-beaded-halter-gown/7777231?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=710,No rating,No reviews
Annie Stripe Linen Button-Up Shirt,Barbour,$160.00,https://n.nordstrommedia.com/id/sr3/97f054ee-b571-469b-9d44-0f14ac7a710b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/annie-stripe-linen-button-up-shirt/7712801?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=680,No rating,No reviews
Live in the Moment Button-Up Cotton Gauze Pajama Shirt,PJ Salvage,$70.00,https://n.nordstrommedia.com/id/sr3/4d48d168-7441-4a08-a36d-dd0b50ec9303.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/live-in-the-moment-button-up-cotton-gauze-pajama-shirt/7865187?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=900,No rating,No reviews
Kelsey Herringbone Flare Ponte Trousers,Liverpool Los Angeles,$98.00,https://n.nordstrommedia.com/id/sr3/171c6701-4971-4995-9e8a-07cc8185b8e5.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/liverpool-los-angeles-kelsey-herringbone-flare-ponte-trousers/7819692?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.8 out of 5 stars,(6)
Core Tank Top,Daughter Lessons,$82.00,https://n.nordstrommedia.com/id/sr3/bf2396bf-af07-456d-bb98-ec27e3dbf916.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/core-tank-top/7884751?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Crescent Moon Boyfriend Jeans,Marine Serre,$480.00,https://n.nordstrommedia.com/id/sr3/4e054fa4-ca74-44a4-9245-f8a92d54757c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/crescent-moon-boyfriend-jeans/7720170?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,No rating,No reviews
Sleeveless Cowl Neck Mesh Top,Sanctuary,$49.00,https://n.nordstrommedia.com/id/sr3/8d36f8a2-78fd-4946-99fc-155766dd3843.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/sleeveless-cowl-neck-mesh-top/7892486?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Contrast Rib Tank Top,EDIKTED,$27.20,https://n.nordstrommedia.com/id/sr3/dcbfa21c-6875-47d7-b48a-0f4b96568c06.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/contrast-rib-tank-top/7496843?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,No rating,No reviews
Florian Sleeveless Sweater Dress,Varley,$168.00,https://n.nordstrommedia.com/id/sr3/e8985583-80df-44ba-be31-2d728360feb2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/florian-sleeveless-sweater-dress/7416309?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=301,5 out of 5 stars,(3)
Split Neck Woven Tunic,Anne Klein,$89.00,https://n.nordstrommedia.com/id/sr3/3298c0b8-9ecb-4900-8ada-789d8cbed2bc.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/split-neck-woven-tunic/7811646?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=640,No rating,No reviews
Original Organic Cotton Blend Extended Cup Maternity/Nursing Bra,Bravado Designs,$37.00 – $38.00,https://n.nordstrommedia.com/id/sr3/f49d6ab6-69f5-4e1e-bf4f-ac616385b5d9.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/original-organic-cotton-blend-extended-cup-maternity-nursing-bra/6507726?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.3 out of 5 stars,(140)
Stretch Supima® Cotton Bikini Briefs,Hanky Panky,$34.00,https://n.nordstrommedia.com/id/sr3/8a562a2d-62d8-48f5-88a1-c50d7d178726.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/hanky-panky-stretch-supima-cotton-bikini-briefs/7815802?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(1)
Herringbone Tweed Blazer,Lauren Ralph Lauren,$395.00,https://n.nordstrommedia.com/id/sr3/abf90b69-cb91-4f77-83dd-2d9e178ccbf1.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7829737?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4 out of 5 stars,(1)
Haley Sparkle Pleated Cocktail Dress,Dress the Population,$248.00,https://n.nordstrommedia.com/id/sr3/a96cb793-b390-492a-9e78-42d9ba511065.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/dress-the-population-haley-sparkle-pleated-cocktail-dress/7191017?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=710,3.5 out of 5 stars,(2)
Dianne Strappy Back Minidress,EDIKTED,$44.80,https://n.nordstrommedia.com/id/sr3/18fd6c7b-2645-4262-975b-29a25f6f5275.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/dianne-strappy-back-minidress/7875361?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Twist Front Sheath Dress,Maggy London,$128.00,https://n.nordstrommedia.com/id/sr3/5dc5f89d-3006-44a4-9bf3-6ec6b7065d6c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7843175?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=411,3.3 out of 5 stars,(3)
Abstract Print Funnel Neck Crinkle Top,Topshop,$49.99,https://n.nordstrommedia.com/id/sr3/8b5d4a3e-306e-49cb-b789-cea16b2b6701.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/abstract-print-funnel-neck-crinkle-top/7892633?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=250,4.7 out of 5 stars,(3)
Julius Tie Neck Tunic Top,Alice + Olivia,$375.00,https://n.nordstrommedia.com/id/sr3/c78f9a3b-50e5-4857-a471-e61f3a527c6f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7868985?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Nocturnal Floral Print Bustier Top,Dolce&Gabbana,"$1,125.00",https://n.nordstrommedia.com/id/sr3/7ee93f25-c697-449d-9ee5-0653c9bbef9e.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/nocturnal-floral-print-bustier-top/7649439?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,No rating,No reviews
Whisper Cotton V-Neck Pocket Tee (Regular & Plus Size),Madewell,$19.50,https://n.nordstrommedia.com/id/sr3/c74c4515-d608-4a63-b784-197053928f4f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/madewell-whisper-cotton-v-neck-pocket-tee-regular-plus-size/4665724?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=100,4.2 out of 5 stars,(4121)
'Ab'Solution Skyrise Raw Hem High Waist Stretch Bootcut Jeans,Wit & Wisdom,$88.00,https://n.nordstrommedia.com/id/sr3/5dc4c8c0-95e8-4f01-99ae-882b00206553.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/6534297?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=016,4.2 out of 5 stars,(64)
Bianca Floral Appliqué Strapless Dress,HELSI,$495.00,https://n.nordstrommedia.com/id/sr3/9710f5cb-c990-4b6b-8ab4-f974ac454b5e.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/bianca-floral-appliqu-strapless-dress/7897611?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=521,No rating,No reviews
Colette Maternity/Nursing Sundress,Nom Maternity,$178.00,https://n.nordstrommedia.com/id/sr3/337ad57d-c3f1-49f9-a1bc-c0c1f909ce42.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/nom-colette-maternity-nursing-sundress/7369699?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=100,5 out of 5 stars,(1)
Hanes Pointelle Square Neck Camisole,Re/Done,$115.00,https://n.nordstrommedia.com/id/sr3/fd55f6d8-4c3e-4247-9120-b81286dc9f99.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7728706?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=155,1 out of 5 stars,(1)
Juneau Diamonds Sweater Tights,MeMoi,$25.00,https://n.nordstrommedia.com/id/sr3/8164ec4a-6cd3-4e1d-a325-6e94e12f3e9b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/memoi-juneau-diamonds-sweater-tights/7647166?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=023,3.8 out of 5 stars,(4)
Floral Embroidered Tiered Ruffle Gown,Mac Duggal,$798.00,https://n.nordstrommedia.com/id/sr3/bdf07be4-0d86-4ca3-bbf0-bacb3311afc4.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mac-duggal-floral-embroidered-tiered-ruffle-gown/7702741?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=650,5 out of 5 stars,(2)
Smocked Waist Cotton & Silk Dress,Nordstrom,$99.50,https://n.nordstrommedia.com/id/sr3/c20cedf8-26cd-4d64-8bb8-9b03e11b40c7.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/smocked-waist-cotton-silk-dress/7645812?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=310,4.6 out of 5 stars,(9)
McKenna One-Piece Swimsuit,BONDI BORN,$325.00,https://n.nordstrommedia.com/id/sr3/e6240bb5-0707-4f15-8011-3585931d8d53.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mckenna-one-piece-swimsuit/7802426?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(1)
Skyscraper Cotton Poplin Button-Up Tunic Shirt,Akris punto,$695.00,https://n.nordstrommedia.com/id/sr3/f50bbd3a-cd69-48c9-9e39-54ef5530f71c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/skyscraper-cotton-poplin-button-up-tunic-shirt/7687206?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=900,No rating,No reviews
Bambi Gingham Strapless Cotton Bow Front Romper,Petal & Pup,$69.00,https://n.nordstrommedia.com/id/sr3/ef6d98a2-fa10-4fda-9e56-f1e4f0531749.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/bambi-gingham-strapless-cotton-bow-front-romper/7912870?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=600,3.4 out of 5 stars,(5)
